invoice_id,date,customer_id,product_id,quantity,unit_price
INV103024,2025-12-20,12579,P015,23,1.6
INV103025,2024-11-07,12622,P013,7,0.85
INV103026,2024-09-01,12177,P014,20,2.01
INV103027,2025-01-15,12241,P010,24,2.01
INV103028,2024-04-01,12096,P001,26,13.04
INV103029,2024-05-13,12042,P001,15,13.31
INV103030,2025-06-18,12686,P010,7,1.95
INV103031,2025-03-02,12467,P013,17,0.84
INV103031,2025-03-23,12307,P005,7,4.93
INV103032,2025-05-15,12472,P012,17,1.72
INV103033,2024-11-05,12193,P013,28,0.88
INV103034,2025-04-18,12142,P010,4,2.0
INV103035,2025-01-23,12779,P012,8,1.72
INV103035,2024-01-11,12754,P013,10,0.85
INV103036,2025-10-08,12037,P004,20,1.57
INV103037,2025-09-17,12156,P001,1,12.68
INV103038,2024-08-07,12100,P010,9,1.87
INV103039,2025-11-28,12107,P005,9,5.07
INV103040,2024-10-28,12672,P007,25,4.96
INV103041,2025-07-09,12453,P010,14,1.99
INV103042,2024-10-25,12388,P011,3,0.85
INV103043,2025-11-08,12071,P006,8,0.57
INV103044,2024-05-19,12702,P005,18,4.96
INV103045,2024-10-13,12673,P009,6,2.96
INV103046,2025-08-05,12405,P006,24,0.54
INV103046,2025-05-21,12022,P001,12,13.29
INV103047,2025-08-19,12223,P003,5,4.64
INV103048,2025-07-28,12697,P001,27,13.38
INV103049,2025-06-17,12321,P006,7,0.52
INV103050,2025-01-09,12126,P011,10,0.84
INV103051,2024-09-16,12357,P004,2,1.7
INV103052,2025-03-26,12640,P002,15,2.87
INV103052,2024-12-09,12313,P013,12,0.83
INV103053,2025-04-24,12433,P015,2,1.65
INV103054,2024-04-10,12336,P015,20,1.57
INV103055,2024-02-13,12361,P008,11,2.85
INV103056,2024-11-01,12538,P015,11,1.63
INV103057,2025-03-19,12396,P014,28,2.01
INV103058,2025-03-18,12106,P002,8,3.1
INV103059,2024-07-21,12210,P007,23,4.83
INV103060,2024-09-15,12474,P007,27,5.03
INV103061,2025-12-25,12180,P009,30,2.9
INV103062,2024-10-15,12500,P003,16,4.78
INV103063,2025-06-03,12539,P008,4,3.08
INV103064,2024-04-25,12784,P013,21,0.87
INV103065,2024-02-01,12588,P007,9,4.91
INV103066,2024-07-26,12057,P014,14,1.86
INV103067,2025-03-25,12219,P004,22,1.69
INV103068,2025-02-02,12326,P011,25,0.85
INV103069,2025-07-02,12651,P004,19,1.67
INV103070,2025-12-10,12397,P003,28,4.79
INV103071,2024-08-27,12329,P001,4,12.43
INV103072,2025-07-29,12490,P014,8,1.93
INV103073,2025-06-15,12745,P002,21,3.04
INV103074,2024-11-21,12060,P009,3,3.01
INV103075,2025-12-19,12679,P010,8,2.03
INV103076,2025-06-07,12474,P009,5,2.85
INV103077,2025-07-27,12026,P011,27,0.81
INV103078,2024-11-28,12422,P012,14,1.63
INV103079,2024-06-23,12651,P015,28,1.68
INV103080,2025-08-23,12053,P012,29,1.58
INV103080,2024-07-31,12089,P011,4,0.89
INV103081,2025-10-14,12773,P008,17,2.92
INV103082,2025-09-21,12629,P012,16,1.69
INV103083,2024-12-26,12060,P002,22,2.89
INV103084,2024-02-07,12746,P010,10,1.9
INV103085,2025-09-23,12593,P004,25,1.67
INV103086,2024-09-18,12513,P002,24,2.98
INV103086,2024-06-25,12660,P007,2,4.96
INV103087,2025-07-08,12672,P008,29,2.91
INV103088,2024-05-23,12551,P006,20,0.54
INV103089,2024-12-10,12042,P010,2,1.86
INV103090,2025-04-21,12451,P011,30,0.88
INV103091,2025-09-25,12655,P011,13,0.86
INV103092,2024-03-31,12526,P001,2,13.06
INV103093,2024-08-26,12079,P007,15,5.07
INV103094,2024-07-26,12563,P007,1,5.11
INV103095,2024-04-04,12699,P014,8,1.93
INV103096,2025-07-06,12233,P003,22,4.67
INV103097,2024-08-06,12142,P001,18,13.15
INV103098,2025-11-19,12785,P012,18,1.72
INV103099,2024-09-10,12001,P009,9,2.91
INV103100,2024-11-07,12152,P003,27,4.54
INV103101,2025-06-05,12360,P005,22,4.78
INV103102,2024-05-29,12301,P014,22,1.99
INV103103,2024-02-20,12504,P002,11,2.89
INV103104,2024-03-28,12453,P010,8,2.0
INV103105,2025-04-04,12005,P014,26,1.88
INV103106,2025-01-28,12236,P007,20,4.76
INV103107,2024-06-21,12428,P013,26,0.81
INV103108,2025-10-28,12509,P009,5,2.93
INV103108,2025-03-02,12302,P010,20,2.02
INV103109,2025-07-26,12036,P003,5,4.52
INV103110,2025-06-09,12562,P010,-1,1.99
INV103111,2025-10-08,12662,P004,26,1.73
INV103112,2025-01-15,12021,P013,12,0.89
INV103113,2025-11-28,12766,P007,20,5.07
INV103114,2025-06-18,12014,P006,1,0.56
INV103115,2025-12-20,12142,P009,27,3.03
INV103116,2024-04-09,12468,P015,1,1.61
INV103117,2024-06-26,12465,P010,26,1.98
INV103118,2025-04-28,12546,P007,25,5.17
INV103119,2025-05-29,12285,P002,30,2.86
INV103120,2024-07-08,12327,P003,24,4.6
INV103121,2025-10-17,12517,P008,24,2.89
INV103122,2024-04-15,12035,P008,18,3.06
INV103123,2024-02-24,12349,P006,13,0.53
INV103124,2024-11-16,12312,P007,23,4.82
INV103125,2025-05-21,12049,P006,7,0.54
INV103126,2025-11-05,12496,P002,30,2.83
INV103127,2025-09-04,12754,P002,16,3.01
INV103128,2025-05-16,12366,P004,5,1.65
INV103129,2024-05-13,12366,P008,24,3.04
INV103130,2024-05-01,12181,P001,26,12.6
INV103131,2024-12-21,12036,P009,4,3.06
INV103132,2025-07-18,12331,P011,21,0.82
INV103133,2024-08-02,12147,P002,5,3.09
INV103134,2025-10-29,12455,P004,25,1.58
INV103135,2025-08-16,12618,P004,3,1.57
INV103136,2024-11-25,12787,P009,16,3.01
INV103137,2025-08-15,12161,P001,20,13.04
INV103138,2024-11-19,12633,P003,2,4.58
INV103139,2025-11-26,12245,P015,14,1.71
INV103140,2025-10-05,12007,P012,18,1.69
INV103141,2024-11-23,12654,P001,2,12.25
INV103142,2024-07-07,12306,P008,22,3.01
INV103143,2025-04-09,12009,P012,6,1.62
INV103144,2025-04-01,12670,P001,21,13.04
INV103145,2024-03-21,12780,P003,4,4.77
INV103146,2025-04-18,12740,P010,1,1.97
INV103146,2024-05-16,12410,P002,23,2.98
INV103147,2024-07-14,12353,P008,12,2.83
INV103148,2024-07-09,12015,P001,17,12.72
INV103149,2025-05-05,12736,P011,16,0.82
INV103150,2025-09-24,12292,P001,29,12.39
INV103151,2024-01-04,12673,P004,15,1.66
INV103152,2024-12-18,12098,P011,3,0.86
INV103153,2025-06-03,12624,P015,4,1.64
INV103154,2025-10-01,12483,P012,19,1.72
INV103155,2025-07-25,12621,P010,13,1.94
INV103156,2024-03-08,12081,P006,10,0.56
INV103157,2024-03-01,12601,P013,4,0.83
INV103158,2025-05-23,12302,P009,5,2.93
INV103159,2025-11-11,12755,P009,9,3.02
INV103160,2024-02-17,12005,P014,17,1.89
INV103161,2025-12-15,12575,P007,14,4.78
INV103162,2025-10-04,12665,P015,28,1.7
INV103163,2025-05-03,12044,P007,1,5.09
INV103163,2024-02-08,12642,P012,15,1.57
INV103164,2025-11-22,12555,P013,19,0.83
INV103165,2025-01-22,12210,P002,18,2.88
INV103166,2024-11-14,12040,P007,7,4.78
INV103167,2024-01-20,12613,P007,9,4.96
INV103168,2025-06-18,12341,P015,26,1.61
INV103169,2024-09-01,12476,P009,7,2.81
INV103170,2024-09-24,12674,P006,5,0.54
INV103171,2024-06-11,12319,P005,19,4.78
INV103172,2024-08-03,12041,P011,3,0.85
INV103173,2024-06-14,12645,P010,2,1.9
INV103174,2025-02-02,12197,P006,22,0.53
INV103175,2024-11-25,12741,P007,3,4.84
INV103176,2025-04-26,12700,P002,24,3.02
INV103176,2024-03-04,12781,P012,2,1.57
INV103177,2025-10-04,12517,P015,12,1.61
INV103178,2025-05-15,12284,P002,7,2.81
INV103179,2024-01-22,12528,P015,15,1.58
INV103180,2025-08-02,12265,P009,1,2.92
INV103181,2025-07-13,12696,P009,27,2.84
INV103182,2025-11-15,12793,P001,14,12.97
INV103183,2025-04-22,12574,P004,25,1.72
INV103184,2025-01-10,12135,P006,-15,0.55
INV103185,2025-02-05,12058,P004,5,1.63
INV103186,2024-01-06,12265,P012,8,1.7
INV103187,2024-03-07,12697,P014,27,2.0
INV103187,2025-01-20,12608,P012,19,1.58
INV103188,2024-06-14,12313,P007,9,4.87
INV103189,2024-02-24,12782,P001,18,12.76
INV103190,2024-05-28,12675,P015,17,1.64
INV103191,2025-07-29,12017,P011,5,0.85
INV103191,2024-07-18,12625,P013,22,0.84
INV103192,2025-02-22,12662,P006,4,0.54
INV103192,2025-09-28,12445,P003,30,4.49
INV103193,2024-12-04,12606,P013,16,0.89
INV103194,2024-03-07,12539,P008,28,2.95
INV103195,2025-05-14,12355,P009,22,3.03
INV103196,2025-04-26,12398,P009,14,2.84
INV103197,2024-08-30,12067,P014,2,2.04
INV103198,2024-08-10,12042,P009,6,2.85
INV103199,2025-10-26,12106,P002,8,2.86
INV103200,2024-02-01,12364,P009,1,3.09
INV103200,2024-08-10,12297,P013,26,0.85
INV103201,2025-05-22,12663,P007,-23,4.96
INV103202,2025-06-16,12458,P001,6,13.37
INV103203,2024-09-12,12501,P004,5,1.72
INV103204,2025-11-24,12243,P001,8,12.85
INV103204,2025-04-22,12586,P003,20,4.86
INV103205,2025-04-19,12158,P008,23,3.09
INV103206,2025-04-02,12059,P001,25,12.4
INV103207,2024-02-16,12366,P007,21,5.1
INV103208,2025-08-19,12601,P010,18,2.02
INV103209,2024-10-14,12038,P011,19,0.81
INV103209,2025-03-25,12410,P001,13,12.36
INV103210,2024-04-28,12496,P004,28,1.64
INV103211,2025-04-24,12758,P012,26,1.64
INV103212,2025-12-28,12074,P003,11,4.61
INV103212,2024-09-23,12364,P011,-4,0.88
INV103213,2025-05-08,12374,P003,24,4.76
INV103213,2024-04-14,12435,P006,29,0.57
INV103214,2025-05-22,12160,P004,25,1.66
INV103215,2025-08-05,12521,P003,20,4.61
INV103216,2024-12-08,12656,P009,6,2.96
INV103217,2025-04-22,12021,P007,10,5.14
INV103218,2025-09-05,12110,P004,27,1.62
INV103219,2024-10-19,12530,P013,30,0.82
INV103220,2025-08-16,12097,P014,23,1.98
INV103221,2025-01-28,12630,P001,20,12.92
INV103222,2025-02-11,12366,P008,26,2.92
INV103223,2025-12-26,12755,P004,14,1.64
INV103224,2025-08-18,12482,P013,19,0.86
INV103225,2024-11-23,12649,P008,30,3.08
INV103226,2025-11-25,12541,P010,27,1.89
INV103227,2025-07-03,12616,P013,30,0.89
INV103227,2025-08-09,12737,P013,10,0.86
INV103228,2024-06-09,12477,P008,17,2.8
INV103228,2024-08-03,12684,P014,17,2.0
INV103229,2024-02-06,12566,P009,10,2.96
INV103230,2024-01-14,12225,P014,30,1.92
INV103231,2025-06-09,12482,P006,21,0.56
INV103232,2025-03-05,12596,P004,5,1.66
INV103233,2024-11-08,12077,P005,1,4.72
INV103234,2025-01-20,12399,P009,16,3.06
INV103235,2024-09-08,12019,P009,-19,3.01
INV103236,2024-03-21,12526,P008,27,2.86
INV103237,2025-08-08,12419,P015,19,1.67
INV103238,2025-03-20,12759,P007,23,5.04
INV103239,2025-12-27,12626,P001,30,13.33
INV103240,2024-05-04,12500,P008,23,2.94
INV103241,2024-12-26,12059,P014,27,1.99
INV103242,2025-10-17,12538,P006,27,0.54
INV103243,2025-07-02,12583,P009,28,3.09
INV103244,2025-03-19,12270,P014,20,2.0
INV103245,2024-07-01,12588,P013,17,0.87
INV103246,2025-04-06,12137,P002,30,2.99
INV103247,2024-12-07,12311,P015,23,1.64
INV103247,2025-11-21,12613,P003,7,4.74
INV103248,2025-01-12,12092,P007,4,5.15
INV103249,2025-09-13,12273,P001,24,12.54
INV103250,2024-12-17,12361,P014,14,2.02
INV103251,2024-11-01,12602,P013,20,0.83
INV103252,2025-09-07,12070,P009,7,2.98
INV103253,2025-06-14,12392,P006,2,0.54
INV103254,2024-11-26,12228,P009,20,3.0
INV103255,2024-11-05,12199,P010,3,1.95
INV103255,2024-07-18,12347,P009,3,2.95
INV103256,2025-11-22,12679,P001,12,12.53
INV103257,2025-03-05,12294,P003,24,4.46
INV103258,2024-10-16,12469,P009,21,3.1
INV103259,2024-12-28,12708,P007,7,5.04
INV103260,2024-10-05,12372,P010,28,2.01
INV103260,2024-01-27,12433,P015,8,1.63
INV103261,2024-05-17,12528,P011,28,0.81
INV103261,2024-07-27,12648,P009,9,3.03
INV103262,2025-03-25,12190,P006,20,0.53
INV103262,2025-07-22,12409,P014,23,1.87
INV103263,2024-06-07,12462,P005,19,5.09
INV103264,2024-09-13,12034,P001,1,12.37
INV103265,2024-06-24,12052,P013,27,0.81
INV103266,2025-11-30,12487,P010,11,1.87
INV103267,2025-09-22,12676,P002,2,2.88
INV103268,2025-09-18,12172,P005,30,4.72
INV103269,2025-08-26,12485,P008,5,2.91
INV103270,2025-08-15,12076,P002,10,3.07
INV103271,2025-09-18,12392,P001,4,12.79
INV103272,2024-11-11,12048,P005,21,5.03
INV103273,2024-04-03,12600,P012,28,1.58
INV103274,2025-11-06,12725,P005,30,4.97
INV103275,2025-12-17,12212,P003,29,4.5
INV103275,2024-01-04,12702,P002,25,2.95
INV103276,2025-12-02,12008,P013,2,0.87
INV103277,2024-02-15,12257,P003,21,4.56
INV103278,2025-03-15,12131,P005,9,5.0
INV103279,2025-01-21,12175,P011,15,0.86
INV103280,2025-12-20,12593,P003,13,4.77
INV103281,2025-04-25,12115,P010,26,1.98
INV103282,2025-06-02,12743,P007,23,4.74
INV103283,2025-06-20,12285,P004,10,1.71
INV103283,2024-08-20,12073,P012,10,1.7
INV103284,2024-03-29,12429,P014,29,2.02
INV103285,2024-01-28,12207,P003,5,4.61
INV103286,2025-08-25,12676,P008,20,3.01
INV103286,2025-05-09,12544,P007,13,4.78
INV103287,2025-04-20,12617,P010,5,1.95
INV103288,2024-08-29,12057,P008,5,2.82
INV103288,2025-03-09,12014,P006,28,0.55
INV103289,2024-02-07,12069,P005,19,4.76
INV103290,2025-01-10,12379,P014,4,2.04
INV103291,2025-05-08,12763,P002,11,2.85
INV103292,2024-06-13,12545,P007,22,4.98
INV103293,2025-06-09,12796,P015,3,1.68
INV103294,2025-03-08,12438,P011,23,0.84
INV103295,2025-04-25,12454,P001,1,12.89
INV103296,2025-06-11,12487,P003,18,4.64
INV103297,2025-11-26,12287,P012,24,1.62
INV103298,2024-06-06,12067,P007,5,4.86
INV103299,2024-09-13,12424,P002,26,3.05
INV103300,2025-09-23,12226,P012,9,1.57
INV103301,2024-11-04,12121,P002,5,3.06
INV103302,2025-08-22,12108,P003,4,4.65
INV103303,2024-04-09,12409,P012,17,1.68
INV103304,2025-08-28,12164,P004,8,1.63
INV103305,2024-05-17,12692,P001,30,12.79
INV103306,2024-10-03,12706,P013,2,0.82
INV103307,2024-04-21,12210,P014,4,2.03
INV103308,2025-06-13,12215,P008,24,2.92
INV103309,2025-12-21,12453,P002,3,2.93
INV103310,2024-10-06,12740,P003,15,4.85
INV103311,2024-10-12,12295,P009,16,2.97
INV103312,2025-02-06,12476,P008,8,2.98
INV103313,2025-07-21,12528,P009,5,2.82
INV103314,2024-06-05,12202,P003,23,4.73
INV103315,2024-08-08,12588,P002,29,2.82
INV103315,2025-04-26,12173,P002,26,3.09
INV103316,2025-04-05,12178,P002,9,2.81
INV103317,2024-10-17,12015,P015,16,1.59
INV103317,2025-02-21,12427,P014,-26,2.03
INV103318,2025-03-22,12574,P001,1,13.15
INV103319,2024-08-09,12715,P014,3,1.86
INV103320,2025-04-03,12340,P005,30,4.77
INV103321,2025-04-23,12613,P001,27,12.17
INV103322,2024-11-08,12480,P002,6,3.02
INV103323,2025-07-12,12435,P002,11,2.88
INV103324,2024-03-13,12239,P007,29,5.13
INV103325,2024-02-13,12327,P004,16,1.72
INV103326,2024-07-10,12394,P009,16,2.95
INV103327,2025-04-11,12116,P010,26,1.98
INV103328,2025-12-04,12301,P006,26,0.57
INV103329,2024-05-22,12319,P004,13,1.66
INV103330,2024-11-11,12333,P004,9,1.73
INV103331,2024-01-04,12132,P012,11,1.58
INV103332,2024-02-20,12089,P014,18,2.01
INV103333,2025-03-01,12099,P015,8,1.73
INV103334,2025-10-03,12541,P002,15,3.06
INV103334,2025-05-20,12082,P009,5,2.85
INV103335,2025-05-11,12420,P015,20,1.69
INV103336,2025-07-15,12237,P007,7,5.13
INV103336,2024-12-05,12380,P015,23,1.66
INV103337,2024-02-21,12708,P013,15,0.86
INV103338,2024-03-30,12705,P007,1,4.86
INV103338,2024-09-14,12616,P014,22,1.96
INV103339,2024-07-23,12287,P004,9,1.57
INV103340,2025-01-30,12220,P006,21,0.56
INV103341,2024-08-25,12500,P005,2,4.91
INV103342,2025-11-25,12430,P003,26,4.88
INV103343,2025-06-20,12392,P007,6,4.99
INV103344,2025-10-16,12791,P005,8,5.05
INV103345,2025-05-08,12684,P002,4,2.91
INV103346,2024-12-06,12071,P006,14,0.55
INV103347,2025-10-21,12594,P014,29,2.03
INV103348,2025-04-13,12609,P010,8,1.92
INV103349,2024-11-29,12205,P015,16,1.57
INV103350,2025-10-15,12284,P002,20,2.98
INV103351,2024-01-23,12116,P005,14,4.89
INV103352,2025-07-09,12446,P013,13,0.89
INV103353,2024-05-04,12484,P003,14,4.6
INV103354,2025-06-04,12610,P008,-29,2.99
INV103355,2024-08-29,12211,P011,9,0.89
INV103356,2025-11-04,12534,P015,8,1.73
INV103357,2024-07-24,12593,P002,12,2.83
INV103358,2024-01-04,12263,P004,2,1.72
INV103359,2024-05-13,12523,P013,28,0.84
INV103360,2025-10-07,12649,P010,24,1.92
INV103360,2025-04-03,12436,P001,12,13.37
INV103361,2024-12-31,12286,P011,12,0.82
INV103362,2024-09-03,12682,P009,9,2.98
INV103363,2025-05-12,12360,P015,6,1.7
INV103364,2025-11-28,12698,P002,15,2.93
INV103365,2025-07-19,12664,P015,10,1.6
INV103366,2025-06-25,12636,P009,5,3.02
INV103367,2025-11-18,12629,P004,13,1.67
INV103368,2024-06-25,12416,P007,5,5.03
INV103368,2024-03-18,12532,P005,1,4.77
INV103369,2025-12-20,12068,P007,20,4.85
INV103370,2025-01-24,12030,P009,6,2.96
INV103370,2025-05-08,12576,P009,20,2.96
INV103371,2024-01-02,12055,P007,21,4.94
INV103372,2024-05-15,12740,P015,19,1.62
INV103373,2024-04-16,12150,P008,18,2.85
INV103374,2024-06-05,12073,P014,18,2.02
INV103375,2025-08-10,12755,P008,23,2.95
INV103376,2025-03-30,12476,P013,8,0.84
INV103377,2025-04-08,12107,P015,22,1.62
INV103378,2025-11-03,12553,P015,13,1.71
INV103379,2025-12-14,12188,P011,13,0.85
INV103380,2024-09-12,12489,P013,6,0.86
INV103381,2025-10-17,12249,P009,5,2.89
INV103382,2025-01-14,12786,P011,17,0.87
INV103383,2024-11-22,12131,P011,-19,0.85
INV103384,2024-06-18,12185,P011,29,0.83
INV103385,2025-01-10,12705,P007,30,4.87
INV103386,2024-11-21,12098,P007,10,4.72
INV103387,2025-02-22,12156,P012,21,1.69
INV103388,2025-01-22,12184,P006,21,0.56
INV103389,2025-04-09,12460,P010,9,1.88
INV103390,2025-09-01,12670,P012,29,1.7
INV103391,2024-10-24,12001,P001,21,12.95
INV103392,2025-07-16,12551,P004,13,1.6
INV103393,2024-09-11,12649,P015,25,1.7
INV103393,2024-10-13,12263,P015,26,1.71
INV103394,2025-07-25,12239,P001,29,12.97
INV103395,2024-09-05,12396,P004,8,1.57
INV103395,2024-10-19,12169,P013,22,0.87
INV103396,2025-04-17,12234,P006,20,0.53
INV103397,2025-05-07,12664,P011,12,0.82
INV103397,2024-08-01,12632,P007,26,4.76
INV103397,2024-03-29,12131,P012,-25,1.61
INV103398,2024-01-08,12742,P011,7,0.86
INV103399,2024-03-29,12510,P007,5,4.74
INV103400,2024-06-24,12321,P001,27,12.78
INV103401,2025-02-21,12721,P010,6,1.96
INV103402,2024-08-07,12250,P014,24,1.91
INV103403,2024-10-12,12540,P014,20,2.0
INV103403,2024-06-13,12126,P011,29,0.83
INV103404,2024-09-27,12118,P009,12,2.94
INV103405,2025-06-07,12012,P011,15,0.84
INV103406,2024-05-06,12466,P015,1,1.67
INV103407,2025-12-18,12462,P007,9,4.96
INV103408,2025-04-17,12764,P001,13,13.18
INV103409,2024-04-16,12794,P006,29,0.58
INV103409,2025-01-08,12445,P005,14,4.83
INV103410,2025-02-07,12194,P008,29,2.81
INV103411,2025-11-12,12287,P004,15,1.64
INV103411,2025-11-09,12342,P013,7,0.88
INV103412,2024-03-04,12360,P006,9,0.55
INV103413,2024-04-05,12623,P005,14,4.82
INV103413,2024-09-28,12243,P011,23,0.89
INV103414,2024-02-05,12332,P011,3,0.82
INV103415,2024-12-26,12104,P003,23,4.83
INV103416,2025-10-29,12381,P006,13,0.57
INV103417,2025-12-09,12350,P010,30,2.01
INV103418,2025-08-02,12252,P011,2,0.86
INV103419,2024-08-31,12611,P005,15,4.88
INV103419,2024-03-09,12545,P002,28,3.08
INV103420,2025-05-08,12012,P005,28,5.01
INV103420,2025-03-20,12481,P007,13,5.09
INV103421,2024-10-31,12008,P009,13,2.84
INV103422,2025-05-27,12552,P015,-10,1.69
INV103423,2024-10-27,12069,P006,23,0.53
INV103424,2025-11-23,12068,P005,6,4.95
INV103425,2024-11-16,12509,P006,4,0.57
INV103426,2025-05-22,12036,P002,5,2.94
INV103427,2024-10-27,12498,P001,3,12.21
INV103428,2024-12-10,12374,P005,23,4.87
INV103429,2025-05-26,12616,P002,17,2.96
INV103430,2025-04-07,12265,P007,24,4.85
INV103431,2024-02-21,12077,P007,17,5.2
INV103432,2024-08-05,12247,P005,9,4.77
INV103433,2025-07-04,12419,P006,14,0.54
INV103434,2025-01-22,12306,P006,25,0.52
INV103435,2024-08-15,12290,P010,22,1.91
INV103436,2024-08-21,12431,P015,19,1.64
INV103437,2024-03-05,12011,P002,22,2.81
INV103438,2025-06-16,12251,P010,10,2.0
INV103439,2024-07-21,12556,P005,10,5.01
INV103440,2024-01-17,12272,P014,21,1.89
INV103441,2024-08-28,12279,P004,2,1.72
INV103442,2024-05-01,12487,P001,17,12.99
INV103443,2024-05-31,12427,P007,26,5.16
INV103444,2025-02-27,12142,P015,18,1.69
INV103445,2025-08-17,12619,P014,11,1.92
INV103446,2024-02-08,12688,P010,10,1.9
INV103447,2025-06-03,12299,P004,23,1.71
INV103448,2024-08-03,12261,P001,25,12.31
INV103448,2024-06-22,12690,P008,11,3.04
INV103449,2024-05-05,12386,P007,8,4.9
INV103450,2025-01-24,12168,P006,6,0.56
INV103451,2025-07-09,12593,P006,20,0.57
INV103452,2024-11-13,12473,P011,27,0.83
INV103453,2025-05-21,12221,P007,16,4.8
INV103454,2025-07-29,12095,P002,7,2.82
INV103455,2024-07-11,12049,P010,30,1.87
INV103456,2025-06-16,12063,P014,19,1.93
INV103457,2024-06-05,12337,P013,18,0.87
INV103458,2024-03-21,12340,P008,27,3.01
INV103459,2025-06-24,12026,P007,2,4.83
INV103460,2024-04-07,12591,P014,24,1.98
INV103461,2025-04-29,12575,P013,18,0.81
INV103462,2025-12-25,12715,P005,9,4.76
INV103463,2025-03-22,12102,P009,23,3.03
INV103464,2025-09-27,12216,P011,26,0.85
INV103465,2024-06-17,12474,P006,2,0.56
INV103466,2024-01-07,12688,P005,30,4.99
INV103467,2024-05-23,12721,P001,-10,12.87
INV103468,2025-08-25,12225,P006,6,0.56
INV103469,2024-07-20,12576,P007,17,4.79
INV103470,2024-08-12,12606,P007,27,4.82
INV103471,2025-03-03,12341,P011,6,0.83
INV103472,2024-10-13,12453,P010,3,2.01
INV103473,2024-03-14,12441,P009,16,3.01
INV103474,2024-01-27,12515,P008,18,3.09
INV103475,2024-08-01,12397,P006,30,0.58
INV103476,2025-05-19,12651,P014,6,1.91
INV103477,2025-12-16,12297,P002,23,3.08
INV103478,2024-01-12,12558,P007,14,5.01
INV103478,2024-03-25,12715,P001,23,12.81
INV103479,2024-10-11,12520,P012,29,1.68
INV103480,2024-11-11,12100,P006,14,0.57
INV103481,2025-12-10,12263,P015,1,1.6
INV103482,2024-06-18,12388,P003,15,4.59
INV103483,2025-06-23,12000,P013,18,0.87
INV103484,2025-05-10,12633,P002,9,2.8
INV103485,2024-07-29,12214,P010,3,1.93
INV103486,2025-08-10,12475,P005,1,5.03
INV103487,2024-11-23,12546,P006,20,0.55
INV103488,2025-12-21,12711,P014,1,1.88
INV103489,2024-12-25,12314,P006,12,0.55
INV103490,2024-08-04,12016,P004,15,1.57
INV103491,2024-01-01,12098,P003,28,4.43
INV103492,2024-04-19,12021,P008,3,2.84
INV103493,2025-11-30,12450,P014,26,2.02
INV103494,2024-08-14,12245,P007,20,4.74
INV103495,2025-07-26,12775,P004,28,1.66
INV103496,2025-02-28,12597,P005,20,5.13
INV103497,2025-07-05,12346,P002,27,2.87
INV103498,2025-02-04,12741,P013,1,0.89
INV103499,2025-11-17,12430,P008,10,2.83
INV103500,2025-07-03,12774,P008,22,2.83
INV103501,2025-11-13,12257,P009,-14,2.86
INV103502,2024-05-28,12065,P004,19,1.64
INV103503,2024-03-03,12072,P005,11,5.14
INV103504,2025-04-16,12622,P013,7,0.89
INV103505,2024-07-09,12221,P010,29,2.0
INV103505,2024-09-08,12746,P004,24,1.58
INV103506,2024-02-16,12370,P007,30,4.93
INV103507,2024-07-29,12773,P012,13,1.67
INV103507,2024-07-27,12496,P015,18,1.61
INV103507,2025-08-28,12740,P001,26,12.85
INV103507,2024-02-21,12575,P001,24,12.91
INV103508,2024-02-22,12255,P009,19,2.87
INV103508,2025-10-31,12125,P014,10,1.96
INV103508,2024-03-01,12331,P015,14,1.73
INV103509,2025-10-23,12715,P012,21,1.62
INV103510,2025-08-30,12426,P003,6,4.56
INV103511,2024-06-26,12584,P015,4,1.59
INV103512,2025-01-30,12283,P009,23,3.03
INV103513,2025-03-23,12746,P004,25,1.6
INV103514,2024-01-26,12528,P005,5,5.06
INV103514,2024-05-19,12698,P004,20,1.67
INV103515,2025-05-19,12534,P013,17,0.86
INV103516,2025-05-22,12252,P001,22,13.23
INV103517,2024-11-10,12504,P015,25,1.7
INV103518,2024-10-09,12379,P015,16,1.59
INV103519,2024-10-31,12159,P001,28,13.29
INV103520,2024-05-18,12234,P008,27,3.03
INV103521,2024-11-26,12427,P013,6,0.86
INV103522,2024-08-16,12331,P015,20,1.57
INV103523,2024-03-02,12328,P010,10,2.05
INV103524,2024-02-28,12691,P014,27,1.92
INV103525,2025-11-02,12137,P002,17,2.9
INV103526,2025-01-25,12791,P002,1,2.81
INV103527,2025-02-12,12050,P011,22,0.86
INV103528,2024-08-09,12387,P003,25,4.79
INV103529,2025-05-22,12056,P001,28,12.34
INV103530,2024-01-31,12785,P002,20,2.97
INV103531,2025-01-25,12486,P008,24,2.93
INV103532,2024-01-08,12409,P015,25,1.66
INV103533,2025-02-07,12085,P006,8,0.53
INV103534,2025-06-12,12247,P008,17,3.0
INV103535,2025-04-30,12676,P003,21,4.58
INV103535,2025-07-17,12674,P013,4,0.82
INV103536,2025-10-28,12072,P006,29,0.55
INV103536,2024-09-15,12711,P001,16,12.97
INV103537,2025-07-24,12400,P006,3,0.54
INV103538,2025-11-03,12189,P012,2,1.65
INV103539,2025-07-21,12279,P010,24,2.01
INV103540,2025-07-22,12335,P006,13,0.56
INV103541,2024-08-27,12455,P015,1,1.6
INV103542,2024-08-18,12189,P011,18,0.83
INV103542,2024-01-19,12081,P009,30,2.99
INV103543,2025-01-27,12755,P014,6,1.86
INV103544,2024-05-10,12405,P008,17,2.95
INV103545,2025-09-24,12006,P015,2,1.63
